=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.05.19 16:07:29 =~=~=~=~=~=~=~=~=~=~=~=
24.69,255
24.69,255
24.69,255
24.69,255
24.69,255
24.69,255
24.69,255
24.69,255
24.69,255
24.69,255
24.73,255
24.77,255
24.78,255
24.78,255
24.75,255
24.69,255
24.70,255
24.69,255
24.69,255
24.70,255
24.73,255
24.76,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.77,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.78,255
24.69,255
24.69,255
24.69,255
24.69,255
24.69,255
24.69,255
24.69,255
24.70,255
24.74,255
24.76,255
24.78,255
24.78,255
24.77,255
24.78,255
24.70,255
24.69,255
24.69,255
24.69,255
24.69,255
24.69,255
24.76,255
24.78,255
24.78,255
24.78,255
24.78,255
24.79,255
24.84,255
24.86,255
24.86,255
24.87,255
24.87,255
24.87,255
24.87,255
24.87,255
24.87,255
24.87,255
24.87,255
24.87,255
24.87,255
24.88,255
24.87,255
24.89,255
24.87,255
24.88,255
24.88,255
24.89,255
24.92,255
24.89,255
24.87,255
24.89,255
24.95,255
24.90,255
24.89,255
24.92,255
24.95,255
24.95,255
24.96,255
24.96,255
24.96,255
24.96,255
24.96,255
24.96,255
24.96,255
24.96,255
24.97,255
24.97,255
25.04,255
25.04,255
25.04,255
25.04,255
25.04,255
25.04,255
25.04,255
25.04,255
25.05,255
25.12,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.13,255
25.14,255
25.13,255
25.14,255
25.15,255
25.16,255
25.17,255
25.21,255
25.22,255
25.22,255
25.22,255
25.22,255
25.29,255
25.30,255
25.30,255
25.28,255
25.30,255
25.31,255
25.31,255
25.31,255
25.31,255
25.31,255
25.31,255
25.31,255
25.31,255
25.31,255
25.31,255
25.31,255
25.32,255
25.36,255
25.39,255
25.40,255
25.40,255
25.39,255
25.40,255
25.40,255
25.40,255
25.40,255
25.40,255
25.41,255
25.46,255
25.47,255
25.44,255
25.40,255
25.40,255
25.40,255
25.40,255
25.40,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.48,255
25.50,255
25.56,255
25.57,255
25.57,255
25.59,255
25.63,255
25.63,255
25.64,255
25.65,255
25.66,255
25.66,255
25.66,255
25.66,255
25.66,255
25.66,255
25.66,255
25.66,255
25.66,255
25.66,255
25.66,255
25.66,255
25.66,255
25.66,255
25.67,255
25.71,255
25.73,255
25.74,255
25.75,255
25.75,255
25.75,255
25.75,255
25.75,255
25.75,255
25.75,255
25.76,255
25.79,255
25.80,255
25.83,255
25.84,255
25.84,255
25.84,255
25.84,255
25.84,255
25.84,255
25.85,255
25.88,255
25.90,255
25.93,255
25.93,255
25.93,255
25.93,255
25.93,255
25.93,255
25.93,255
25.93,255
25.93,255
25.93,255
25.94,255
25.94,255
25.93,255
25.93,255
25.85,255
25.84,255
25.84,255
25.84,255
25.84,255
25.86,255
25.88,255
25.92,255
25.93,255
25.93,255
25.93,255
25.93,255
25.93,255
25.93,255
25.97,255
26.00,255
26.02,255
26.02,255
26.02,255
26.02,255
26.02,255
26.02,255
26.05,255
26.05,255
26.05,255
26.05,255
26.05,255
26.04,255
26.04,255
26.07,255
26.08,255
26.10,255
26.10,255
26.10,255
26.11,255
26.13,255
26.17,255
26.12,255
26.14,255
26.15,255
26.12,255
26.15,255
26.16,255
26.17,255
26.17,255
26.19,255
26.19,255
26.19,255
26.19,255
26.19,255
26.19,255
26.19,255
26.19,255
26.19,255
26.19,255
26.19,255
26.19,255
26.19,255
26.19,255
26.16,255
26.10,255
26.10,255
26.07,255
26.02,255
26.02,255
26.01,255
26.02,255
26.02,255
26.07,255
26.10,255
26.10,255
26.10,255
26.11,255
26.17,255
26.18,255
26.19,255
26.19,255
26.19,255
26.21,255
26.27,255
26.28,255
26.28,255
26.28,255
26.32,255
26.36,255
26.37,255
26.37,255
26.37,255
26.37,255
26.37,255
26.37,255
26.37,255
26.37,255
26.37,255
26.36,255
26.33,255
26.33,255
26.35,255
26.36,255
26.37,255
26.37,255
26.37,255
26.37,255
26.37,255
26.37,255
26.37,255
26.37,255
26.37,255
26.42,255
26.44,255
26.46,255
26.46,255
26.46,255
26.46,255
26.46,255
26.46,255
26.45,255
26.38,255
26.37,255
26.37,255
26.37,255
26.37,255
26.38,255
26.40,255
26.37,255
26.37,255
26.35,255
26.33,255
26.36,255
26.37,255
26.37,255
26.44,255
26.46,255
26.46,255
26.46,255
26.43,255
26.40,255
