=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.05.23 15:32:03 =~=~=~=~=~=~=~=~=~=~=~=
20.
21.01,255
20.95,255
20.95,255
20.95,255
20.95,255
20.95,255
20.95,255
20.95,255
20.95,255
20.95,255
20.96,255
20.96,255
20.97,255
20.99,255
21.02,255
21.04,255
21.04,255
21.04,255
21.04,255
21.04,255
21.05,255
21.09,255
21.13,255
21.13,255
21.15,255
21.15,255
21.17,255
21.21,255
21.21,255
21.21,255
21.21,255
21.24,255
21.29,255
21.30,255
21.31,255
21.36,255
21.38,255
21.38,255
21.41,255
21.45,255
21.47,255
21.48,255
21.55,255
21.56,255
21.56,255
21.61,255
21.64,255
21.65,255
21.68,255
21.73,255
21.73,255
21.73,255
21.75,255
21.81,255
21.82,255
21.86,255
21.90,255
21.91,255
21.91,255
21.96,255
21.99,255
21.99,255
22.03,255
22.08,255
22.08,255
22.12,255
22.16,255
22.16,255
22.17,255
22.18,255
22.22,255
22.25,255
22.26,255
22.32,255
22.34,255
22.36,255
22.42,255
22.43,255
22.45,255
22.50,255
22.51,255
22.51,255
22.55,255
22.59,255
22.60,255
22.60,255
22.62,255
22.67,255
22.69,255
22.73,255
22.77,255
22.80,255
22.85,255
22.86,255
22.88,255
22.93,255
22.94,255
22.99,255
23.03,255
23.03,255
23.08,255
23.12,255
23.13,255
23.21,255
23.21,255
23.25,255
23.29,255
23.32,255
23.38,255
23.38,255
23.38,255
23.45,255
23.47,255
23.51,255
23.55,255
23.56,255
23.56,255
23.64,255
23.64,255
23.71,255
23.73,255
23.79,255
23.82,255
23.87,255
23.90,255
23.90,255
23.91,255
23.92,255
23.96,255
23.99,255
24.01,255
24.08,255
24.08,255
24.13,255
24.17,255
24.17,255
24.24,255
24.25,255
24.28,255
24.31,255
24.34,255
24.35,255
24.41,255
24.43,255
24.45,255
24.52,255
24.52,255
24.59,255
24.60,255
24.60,255
24.60,255
24.61,255
24.65,255
24.69,255
24.69,255
24.77,255
24.78,255
24.78,255
24.81,255
24.87,255
24.91,255
24.96,255
25.02,255
25.04,255
25.04,255
25.05,255
25.12,255
25.13,255
25.14,255
25.16,255
25.22,255
25.22,255
25.26,255
25.31,255
25.31,255
25.36,255
25.39,255
25.40,255
25.44,255
25.48,255
25.50,255
25.48,255
25.48,255
25.52,255
25.57,255
25.62,255
25.67,255
25.74,255
25.76,255
25.81,255
25.83,255
25.85,255
25.86,255
25.92,255
25.93,255
25.95,255
26.00,255
26.02,255
