Colourimetric 1,,Colourimetric 2,,Colourimetric 3,
Temp,PWM,Temp,PWM,Temp,PWM
64.49,12.55,,,,
64.34,18.37,,,,
64.29,17.47,,,,
63.62,47.09,,,,
64.11,8.62,,,,
63.99,26.6,,,,
63.93,26.84,,,,
63.8,32.04,,,,
63.04,63.59,,,,
63.68,16.98,,,,
63.57,38.46,,,,
62.81,71.01,,,,
63.39,26.45,,,,
63.38,42.58,,,,
62.63,77.09,,,,
63.21,32.87,,,,
63.25,46.88,,,,
62.48,83.57,,,,
63.13,35.8,,,,
63.17,51.4,,,,
62.44,86.8,,,,
63.07,40.55,,,,
62.66,76.52,,,,
62.79,60.99,,,,
63.08,52.43,,,,
63.17,56.48,,,,
63.2,58.62,,,,
62.66,84.4,,,,
62.87,62.91,,,,
63.23,52.54,,,,
63.37,56.16,,,,
63.4,59.26,,,,
63.52,54.86,,,,
62.84,89.99,,,,
63.63,38.1,,,,
63.75,52.75,,,,
63.14,84.3,,,,
63.95,33.29,,,,
64.08,48.18,,,,
63.41,81.92,,,,
64.3,25.68,,,,
64.43,42.61,,,,
63.78,75.54,,,,
64.68,19.01,,,,
64.81,35.74,,,,
64.15,68.93,,,,
65.09,10.51,,,,
65.23,27.45,,,,
64.57,60.84,,,,
65.52,1.06,,,,
65.69,17.18,,,,
65.79,16.37,,,,
65.93,11.85,,,,
65.56,32.17,,,,
66.2,0,,,,
66.32,3.11,,,,
66.45,0,,,,
66.55,0,,,,
66.66,0,,,,
66.76,0,,,,
66.88,0,,,,
66.96,0,,,,
67.05,0,,,,
67.08,0,,,,
67.16,0,,,,
67.2,0,,,,
67.25,0,,,,
67.33,0,,,,
67.36,0,,,,
67.4,0,,,,
67.44,0,,,,
67.47,0,,,,
67.49,0,,,,
67.51,0,,,,
67.54,0,,,,
67.55,0,,,,
67.55,0,,,,
67.52,0,,,,
67.51,0,,,,
67.48,0,,,,
67.46,0,,,,
67.45,0,,,,
67.39,0,,,,
67.38,0,,,,
67.36,0,,,,
67.36,0,,,,
67.28,0,,,,
67.23,0,,,,
67.2,0,,,,
67.16,0,,,,
67.1,0,,,,
67.02,0,,,,
66.97,0,,,,
66.97,0,,,,
66.92,0,,,,
66.86,0,,,,
66.78,0,,,,
66.73,0,,,,
66.63,0,,,,
66.57,0,,,,
66.5,0,,,,
66.43,0,,,,
66.34,0,,,,
66.29,0,,,,
66.15,0,,,,
66.11,0,,,,
66.01,0,,,,
65.93,0,,,,
65.86,0,,,,
65.74,0,,,,
65.69,0,,,,
65.58,0,,,,
65.5,0,,,,
65.39,0,,,,
65.32,0,,,,
65.23,0,,,,
65.12,0.44,,,,
65.05,0.87,,,,
64.93,4.28,,,,
64.86,4.5,,,,
64.75,8.27,,,,
63.95,41.55,,,,
64.54,0,,,,
64.46,13.84,,,,
64.34,17.74,,,,
64.26,18.94,,,,
63.55,49.16,,,,
64.07,8.95,,,,
63.99,25.93,,,,
63.91,27.74,,,,
63.79,32.22,,,,
63.01,64.81,,,,
63.63,18.46,,,,
63.56,37.67,,,,
62.79,71.77,,,,
63.36,27.47,,,,
63.38,42.12,,,,
62.6,78.64,,,,
63.2,32.86,,,,
63.22,48.02,,,,
63.18,51.26,,,,
63.16,51.99,,,,
62.68,74.37,,,,
62.79,58.24,,,,
63.06,50.32,,,,
63.1,55.96,,,,
63.1,57.6,,,,
62.58,82.65,,,,
62.75,62.95,,,,
63.1,52.19,,,,
62.48,90.3,,,,
63.2,43.46,,,,
63.3,57.79,,,,
62.62,92.06,,,,
63.35,42.69,,,,
63.46,57.12,,,,
62.82,89.78,,,,
63.6,39.16,,,,
63.74,53.02,,,,
63.11,85.98,,,,
63.93,33.94,,,,
64.05,49.29,,,,
63.4,82.57,,,,
64.28,26.57,,,,
64.4,44.03,,,,
63.77,75.61,,,,
64.64,21.11,,,,
64.79,36.37,,,,
64.19,67.29,,,,
65.07,12.8,,,,
65.19,28.93,,,,
64.56,60.77,,,,
65.47,3.7,,,,
65.59,21.14,,,,
65.74,16.68,,,,
65.9,12.94,,,,
65.38,39.77,,,,
66.14,0,,,,
66.29,4.04,,,,
66.39,2.4,,,,
66.53,0,,,,
66.62,0,,,,
66.75,0,,,,
66.83,0,,,,
66.94,0,,,,
67.02,0,,,,
67.05,0,,,,
67.14,0,,,,
67.2,0,,,,
67.27,0,,,,
67.35,0,,,,
67.39,0,,,,
67.41,0,,,,
67.47,0,,,,
67.5,0,,,,
67.56,0,,,,
67.55,0,,,,
67.58,0,,,,
67.57,0,,,,
67.59,0,,,,
67.58,0,,,,
67.59,0,,,,
67.57,0,,,,
67.55,0,,,,
67.53,0,,,,
67.52,0,,,,
67.48,0,,,,
67.43,0,,,,
67.39,0,,,,
67.37,0,,,,
67.34,0,,,,
67.29,0,,,,
67.23,0,,,,
67.18,0,,,,
67.14,0,,,,
67.08,0,,,,
67.01,0,,,,
66.97,0,,,,
66.95,0,,,,
66.91,0,,,,
66.84,0,,,,
66.76,0,,,,
66.72,0,,,,
66.61,0,,,,
66.54,0,,,,
66.48,0,,,,
66.37,0,,,,
66.33,0,,,,
66.22,0,,,,
66.14,0,,,,
66.09,0,,,,
65.99,0,,,,
65.9,0,,,,
65.79,0,,,,
65.72,0,,,,
65.65,0,,,,
65.54,0,,,,
65.47,0,,,,
65.34,0,,,,
65.28,0,,,,
65.18,0,,,,
65.1,0,,,,
64.99,2.79,,,,
64.92,3.72,,,,
64.79,7.35,,,,
64.7,8.69,,,,
64.58,11.65,,,,
63.89,40.42,,,,
64.39,1.02,,,,
64.32,17.34,,,,
64.11,24.9,,,,
64.11,20.31,,,,
63.39,53.81,,,,
63.93,11.63,,,,
63.83,30.34,,,,
63.01,65.84,,,,
63.68,16.01,,,,
63.58,37.81,,,,
63.5,39.68,,,,
63.44,41.2,,,,
62.95,62.73,,,,
63.08,45.55,,,,
63.24,42.61,,,,
63.21,48.81,,,,
63.19,49.64,,,,
62.7,72.62,,,,
62.81,56.53,,,,
63.02,50.63,,,,
63.07,54.73,,,,
62.38,88.35,,,,
63.01,43.34,,,,
63.05,58.59,,,,
62.36,91.92,,,,
63.04,44.89,,,,
63.15,57.99,,,,
62.44,94.16,,,,
63.19,43.51,,,,
63.29,58.5,,,,
62.62,92.19,,,,
63.36,43.35,,,,
63.47,57.34,,,,
62.85,89.02,,,,
63.6,40.9,,,,
63.74,53.73,,,,
63.12,85.83,,,,
63.96,33.53,,,,
64.06,50.14,,,,
63.42,82.26,,,,
64.32,26.23,,,,
64.44,43.35,,,,
63.78,76.98,,,,
64.69,19.34,,,,
64.79,37.9,,,,
64.16,69.06,,,,
65.11,10.58,,,,
65.25,27.9,,,,
64.56,62.91,,,,
65.52,2.06,,,,
65.68,18.28,,,,
65.79,17.1,,,,
65.92,13.71,,,,
65.53,33.89,,,,
66.21,0,,,,
66.35,3.22,,,,
66.48,0.04,,,,
66.58,0,,,,
66.72,0,,,,
66.83,0,,,,
66.95,0,,,,
67.03,0,,,,
67.06,0,,,,
67.16,0,,,,
67.23,0,,,,
67.31,0,,,,
67.37,0,,,,
67.41,0,,,,
67.47,0,,,,
67.53,0,,,,
67.57,0,,,,
67.59,0,,,,
67.58,0,,,,
67.59,0,,,,
67.63,0,,,,
67.64,0,,,,
67.65,0,,,,
67.64,0,,,,
67.63,0,,,,
67.64,0,,,,
67.61,0,,,,
67.6,0,,,,
67.58,0,,,,
67.56,0,,,,
67.54,0,,,,
67.49,0,,,,
67.42,0,,,,
67.38,0,,,,
67.35,0,,,,
67.31,0,,,,
67.22,0,,,,
67.2,0,,,,
67.16,0,,,,
67.09,0,,,,
67.01,0,,,,
66.96,0,,,,
66.95,0,,,,
66.87,0,,,,
66.81,0,,,,
66.75,0,,,,
66.68,0,,,,
66.56,0,,,,
66.54,0,,,,
66.46,0,,,,
66.33,0,,,,
66.29,0,,,,
66.21,0,,,,
66.1,0,,,,
66.01,0,,,,
65.92,0,,,,
65.84,0,,,,
65.74,0,,,,
65.66,0,,,,
65.55,0,,,,
65.49,0,,,,
65.37,0,,,,
65.3,0,,,,
65.19,0,,,,
65.11,0.08,,,,
65.01,2,,,,
64.92,4.21,,,,
64.15,36.82,,,,
64.71,0,,,,
64.61,11.1,,,,
64.52,12.76,,,,
64.4,16.53,,,,
63.68,46.34,,,,
64.09,10.38,,,,
64.1,20.57,,,,
64.01,25.7,,,,
63.93,27.29,,,,
63.46,47.1,,,,
63.71,25.13,,,,
63.67,33.61,,,,
63.57,37.83,,,,
63.52,38.31,,,,
63,61.33,,,,
63.39,31.94,,,,
63.31,45.96,,,,
62.55,79.16,,,,
63.17,33.34,,,,
63.18,49.39,,,,
62.45,83.88,,,,
63.03,40.26,,,,
63.04,55.32,,,,
62.34,88.67,,,,
63,42.33,,,,
63,59.84,,,,
62.9,65.09,,,,
63,59.21,,,,
62.41,89.93,,,,
63.05,47.04,,,,
63.18,58.1,,,,
62.46,95.01,,,,
63.19,45.08,,,,
63.33,57.72,,,,
62.63,94.15,,,,
63.39,43.15,,,,
63.55,55.71,,,,
62.89,90.59,,,,
63.68,39.18,,,,
63.81,53.65,,,,
63.2,85.14,,,,
64.03,33.24,,,,
64.15,48.59,,,,
63.53,80.46,,,,
64.39,26.46,,,,
64.53,41.91,,,,
63.93,73.35,,,,
64.82,17.94,,,,
64.94,35.02,,,,
64.33,65.85,,,,
65.23,10.04,,,,
65.35,26.56,,,,
64.73,57.92,,,,
65.65,0.42,,,,
65.78,17.31,,,,
65.86,16.65,,,,
66.1,7.39,,,,
64.24,97.17,,,,
66.33,0,,,,
66.48,0.62,,,,
66.57,0.04,,,,
66.72,0,,,,
66.82,0,,,,
66.96,0,,,,
67.06,0,,,,
67.11,0,,,,
67.19,0,,,,
67.29,0,,,,
67.38,0,,,,
67.44,0,,,,
67.54,0,,,,
67.59,0,,,,
67.65,0,,,,
67.7,0,,,,
67.77,0,,,,
67.8,0,,,,
67.8,0,,,,
67.82,0,,,,
67.84,0,,,,
67.82,0,,,,
67.87,0,,,,
67.82,0,,,,
67.87,0,,,,
67.85,0,,,,
67.84,0,,,,
67.83,0,,,,
67.81,0,,,,
67.79,0,,,,
67.79,0,,,,
67.75,0,,,,
67.71,0,,,,
67.65,0,,,,
67.62,0,,,,
67.58,0,,,,
67.54,0,,,,
67.46,0,,,,
67.42,0,,,,
67.38,0,,,,
67.32,0,,,,
67.24,0,,,,
67.17,0,,,,
67.14,0,,,,
67.06,0,,,,
66.97,0,,,,
66.96,0,,,,
66.93,0,,,,
66.8,0,,,,
66.74,0,,,,
66.65,0,,,,
66.56,0,,,,
66.52,0,,,,
66.4,0,,,,
66.32,0,,,,
66.27,0,,,,
66.16,0,,,,
66.08,0,,,,
65.96,0,,,,
65.91,0,,,,
65.77,0,,,,
65.72,0,,,,
65.6,0,,,,
65.52,0,,,,
65.43,0,,,,
65.32,0,,,,
65.24,0,,,,
65.13,0.28,,,,
65.04,1.42,,,,
64.93,4.09,,,,
64.84,5.58,,,,
64.73,8.23,,,,
64.31,24.91,,,,
64.54,4.23,,,,
64.42,15.72,,,,
63.58,51.19,,,,
64.2,2.6,,,,
64.12,22.25,,,,
64.04,24.52,,,,
63.93,27.96,,,,
63.17,60.14,,,,
63.75,15.9,,,,
63.67,34.42,,,,
62.85,70.24,,,,
63.43,24.61,,,,
63.4,41.42,,,,
62.64,75.8,,,,
63.25,30.5,,,,
63.23,47.55,,,,
62.47,82.3,,,,
63.08,36.89,,,,
63.1,51.91,,,,
62.38,86.32,,,,
63,41.57,,,,
63,57.97,,,,
62.12,99.18,,,,
63,38.32,,,,
63,61.24,,,,
62.33,92.88,,,,
63.03,45.86,,,,
63.13,59.59,,,,
62.45,94.04,,,,
63.18,45.08,,,,
63.27,59.96,,,,
62.62,92.77,,,,
63.37,43.46,,,,
63.48,58.09,,,,
62.83,91.2,,,,
63.59,41.4,,,,
63.76,53.48,,,,
63.16,85.4,,,,
63.97,34.73,,,,
64.12,48.56,,,,
63.47,82.38,,,,
64.34,27.2,,,,
64.51,41.7,,,,
63.84,76.42,,,,
64.73,20.08,,,,
64.9,34.45,,,,
64.26,68.05,,,,
65.15,11.78,,,,
65.32,26.56,,,,
64.72,57.73,,,,
65.59,3.43,,,,
66.04,4.16,,,,
65.9,21.49,,,,
66.03,11.36,,,,
66.15,8.99,,,,
66.31,3.62,,,,
66.45,0.98,,,,
66.56,0,,,,
66.66,0,,,,
66.78,0,,,,
66.92,0,,,,
66.97,0,,,,
67.08,0,,,,
67.12,0,,,,
67.19,0,,,,
67.28,0,,,,
67.35,0,,,,
67.41,0,,,,
67.41,0,,,,
67.49,0,,,,
67.54,0,,,,
67.57,0,,,,
67.58,0,,,,
67.6,0,,,,
67.59,0,,,,
67.59,0,,,,
67.6,0,,,,
67.61,0,,,,
67.61,0,,,,
67.6,0,,,,
67.59,0,,,,
67.58,0,,,,
67.57,0,,,,
67.53,0,,,,
67.48,0,,,,
67.44,0,,,,
67.4,0,,,,
67.38,0,,,,
67.34,0,,,,
67.3,0,,,,
67.21,0,,,,
67.18,0,,,,
67.13,0,,,,
67.07,0,,,,
66.98,0,,,,
66.97,0,,,,
66.93,0,,,,
66.89,0,,,,
66.79,0,,,,
66.73,0,,,,
66.64,0,,,,
66.57,0,,,,
66.51,0,,,,
66.42,0,,,,
66.36,0,,,,
66.27,0,,,,
66.18,0,,,,
66.11,0,,,,
66.03,0,,,,
65.92,0,,,,
65.87,0,,,,
65.73,0,,,,
65.7,0,,,,
65.56,0,,,,
65.5,0,,,,
65.38,0,,,,
65.3,0,,,,
65.21,0,,,,
65.12,0,,,,
65.02,2.04,,,,
64.93,3.69,,,,
65.26,0,,,,
64.72,19.44,,,,
64.14,32.17,,,,
64.53,0.31,,,,
64.41,16.22,,,,
64.18,23.54,,,,
64.24,15.5,,,,
63.57,47.84,,,,
64.02,11.46,,,,
63.95,26.48,,,,
63.17,60.65,,,,
63.75,15.5,,,,
63.7,33.16,,,,
62.89,69.23,,,,
63.47,23.72,,,,
63.46,39.49,,,,
62.67,75.99,,,,
63.27,29.96,,,,
63.29,45.03,,,,
62.51,81.69,,,,
63.16,34.18,,,,
63.16,51.22,,,,
62.41,86.01,,,,
63.04,40.12,,,,
63.1,53.9,,,,
62.36,90.26,,,,
63.03,42.42,,,,
63.12,56.11,,,,
62.42,91.12,,,,
63.1,43.95,,,,
63.19,57.98,,,,
62.49,93.1,,,,
63.21,43.84,,,,
63.35,56.64,,,,
62.67,91.7,,,,
63.4,42.67,,,,
63.54,55.18,,,,
62.9,88.82,,,,
63.68,38.04,,,,
63.83,51.89,,,,
63.19,84.88,,,,
64.03,31.97,,,,
64.16,47.16,,,,
63.54,79.23,,,,
64.38,26.09,,,,
64.53,40.54,,,,
63.91,72.97,,,,
64.76,19.35,,,,
64.6,47.98,,,,
64.95,27.86,,,,
65.18,26.54,,,,
65.31,26.3,,,,
65.44,23.5,,,,
65.21,36.86,,,,
65.69,9.33,,,,
65.87,12.44,,,,
66,11.11,,,,
65.5,36.32,,,,
66.26,0,,,,
66.35,3.12,,,,
66.51,0,,,,
66.6,0,,,,
66.72,0,,,,
66.84,0,,,,
66.93,0,,,,
66.99,0,,,,
67.11,0,,,,
67.13,0,,,,
67.19,0,,,,
67.27,0,,,,
67.34,0,,,,
67.38,0,,,,
67.41,0,,,,
67.45,0,,,,
67.48,0,,,,
67.52,0,,,,
67.55,0,,,,
67.56,0,,,,
67.57,0,,,,
67.56,0,,,,
67.58,0,,,,
67.58,0,,,,
67.56,0,,,,
67.53,0,,,,
67.52,0,,,,
67.5,0,,,,
67.46,0,,,,
67.42,0,,,,
67.39,0,,,,
67.37,0,,,,
67.35,0,,,,
67.28,0,,,,
67.2,0,,,,
67.18,0,,,,
67.15,0,,,,
67.08,0,,,,
67,0,,,,
66.96,0,,,,
66.95,0,,,,
66.91,0,,,,
66.84,0,,,,
66.75,0,,,,
66.7,0,,,,
66.6,0,,,,
66.54,0,,,,
66.48,0,,,,
66.38,0,,,,
66.33,0,,,,
66.23,0,,,,
66.13,0,,,,
66.09,0,,,,
65.98,0,,,,
65.91,0,,,,
65.8,0,,,,
65.72,0,,,,
65.62,0,,,,
65.53,0,,,,
65.45,0,,,,
65.34,0,,,,
65.28,0,,,,
65.15,0.02,,,,
65.09,0,,,,
64.97,3.67,,,,
64.91,3.49,,,,
64.79,7.52,,,,
64.72,7.62,,,,
64.59,11.8,,,,
63.89,40.97,,,,
64.39,1.02,,,,
64.33,16.72,,,,
64.13,24.5,,,,
64.12,20.34,,,,
63.41,53.14,,,,
63.92,12.62,,,,
63.83,30.22,,,,
63.01,65.57,,,,
63.67,16.44,,,,
63.59,37.1,,,,
62.8,71.77,,,,
63.38,26.64,,,,
63.38,42.16,,,,
62.63,76.95,,,,
63.21,32.9,,,,
63.22,48.03,,,,
62.46,83.7,,,,
63.11,36.33,,,,
63.11,53.56,,,,
62.39,87.15,,,,
63.02,41.96,,,,
63.09,55.23,,,,
62.38,90.53,,,,
63.03,44.43,,,,
63.13,57.22,,,,
62.44,91.92,,,,
63.14,43.98,,,,
63.21,59.59,,,,
62.56,91.46,,,,
63.3,42.87,,,,
63.39,58.09,,,,
62.76,89.68,,,,
63.51,41.1,,,,
63.63,55.17,,,,
63,87.34,,,,
63.82,35.43,,,,
63.96,50.36,,,,
64.05,49.86,,,,
64.15,48.35,,,,
63.73,70.08,,,,
64.12,42.67,,,,
64.52,34.6,,,,
64.66,38.79,,,,
64.78,36.74,,,,
64.45,54.88,,,,
64.92,25.49,,,,
65.19,24.85,,,,
64.56,60.35,,,,
65.46,3.83,,,,
65.59,20.42,,,,
65.64,20.86,,,,
65.86,11.53,,,,
65.45,35.51,,,,
66.13,0,,,,
66.24,5.7,,,,
66.36,2.32,,,,
66.5,0,,,,
66.57,0,,,,
66.72,0,,,,
66.8,0,,,,
66.87,0,,,,
66.97,0,,,,
67.06,0,,,,
67.07,0,,,,
67.15,0,,,,
67.21,0,,,,
67.24,0,,,,
67.33,0,,,,
67.36,0,,,,
67.38,0,,,,
67.4,0,,,,
67.42,0,,,,
67.47,0,,,,
67.48,0,,,,
67.48,0,,,,
67.49,0,,,,
67.48,0,,,,
67.46,0,,,,
67.45,0,,,,
67.43,0,,,,
67.41,0,,,,
67.4,0,,,,
67.38,0,,,,
67.35,0,,,,
67.32,0,,,,
67.25,0,,,,
67.19,0,,,,
67.17,0,,,,
67.14,0,,,,
67.08,0,,,,
67,0,,,,
66.96,0,,,,
66.97,0,,,,
66.95,0,,,,
66.87,0,,,,
66.78,0,,,,
66.74,0,,,,
66.64,0,,,,
66.56,0,,,,
66.53,0,,,,
66.44,0,,,,
66.35,0,,,,
66.29,0,,,,
66.19,0,,,,
66.12,0,,,,
66.06,0,,,,
65.95,0,,,,
65.87,0,,,,
65.78,0,,,,
65.71,0,,,,
65.61,0,,,,
65.51,0,,,,
65.43,0,,,,
65.33,0,,,,
65.27,0,,,,
65.13,0.72,,,,
65.09,0,,,,
64.97,3.29,,,,
64.9,4.13,,,,
64.77,7.95,,,,
62.51,107.59,,,,
64.53,0,,,,
64.51,12.1,,,,
64.38,17.89,,,,
64.32,17.54,,,,
63.64,47.42,,,,
64.11,9.58,,,,
64.01,26.39,,,,
63.95,27.18,,,,
63.88,29.66,,,,
63.16,60.8,,,,
63.72,18.34,,,,
63.66,35.78,,,,
62.88,70.63,,,,
63.51,23.29,,,,
63.51,40.02,,,,
62.75,74.87,,,,
63.36,29.39,,,,
63.39,44.29,,,,
62.63,80.35,,,,
63.3,32.23,,,,
63.34,47.84,,,,
62.61,82.9,,,,
63.26,36.1,,,,
63.32,50.57,,,,
62.62,85.09,,,,
63.28,38.32,,,,
63.35,52.56,,,,
62.66,86.53,,,,
63.36,38.6,,,,
63.45,52.96,,,,
62.8,85.49,,,,
63.53,37.31,,,,
63.64,51,,,,
62.99,84.1,,,,
63.39,50.87,,,,
63.85,40.41,,,,
63.96,47.88,,,,
64.01,48.37,,,,
63.57,70.52,,,,
63.98,41.67,,,,
64.33,36.13,,,,
64.42,41.47,,,,
64.53,38.93,,,,
64.2,56.77,,,,
64.76,23.6,,,,
64.9,31.21,,,,
64.23,65.09,,,,
65.12,8.46,,,,
65.22,26.24,,,,
65.23,27.79,,,,
65.47,17.33,,,,
65,44.24,,,,
65.71,0.51,,,,
65.81,12.98,,,,
65.84,14.1,,,,
66.05,4.47,,,,
65.25,45.71,,,,
66.28,0,,,,
66.36,0.4,,,,
66.44,0,,,,
66.53,0,,,,
66.6,0,,,,
66.71,0,,,,
66.79,0,,,,
66.88,0,,,,
66.94,0,,,,
66.98,0,,,,
67.02,0,,,,
67.02,0,,,,
67.05,0,,,,
67.09,0,,,,
67.13,0,,,,
67.13,0,,,,
67.15,0,,,,
67.17,0,,,,
67.17,0,,,,
67.17,0,,,,
67.17,0,,,,
67.17,0,,,,
67.15,0,,,,
67.14,0,,,,
67.13,0,,,,
67.09,0,,,,
67.08,0,,,,
67.01,0,,,,
66.98,0,,,,
67.02,0,,,,
66.93,0,,,,
66.94,0,,,,
66.89,0,,,,
66.82,0,,,,
66.76,0,,,,
66.73,0,,,,
66.66,0,,,,
66.6,0,,,,
66.54,0,,,,
66.5,0,,,,
66.42,0,,,,
66.35,0,,,,
66.3,0,,,,
66.21,0,,,,
66.13,0,,,,
66.06,0,,,,
65.99,0,,,,
65.91,0,,,,
65.82,0,,,,
65.74,0,,,,
65.65,0,,,,
65.55,0,,,,
65.47,0,,,,
65.37,0,,,,
65.31,0,,,,
65.21,0,,,,
65.13,0,,,,
65.04,1.62,,,,
65.14,0,,,,
64.87,9.26,,,,
64.25,31,,,,
64.68,0,,,,
64.57,12.18,,,,
64.49,13.38,,,,
64.39,16.02,,,,
63.68,46.34,,,,
64.19,5.73,,,,
64.11,22.54,,,,
63.9,30.86,,,,
63.92,25.14,,,,
63.24,56.99,,,,
63.78,16.22,,,,
63.69,34.75,,,,
62.88,69.6,,,,
63.48,23.33,,,,
63.45,40.43,,,,
62.66,76.45,,,,
63.3,28.55,,,,
63.3,45.49,,,,
62.53,81.35,,,,
63.16,34.68,,,,
63.18,50.49,,,,
62.44,85.59,,,,
63.07,39.58,,,,
63.15,52.76,,,,
62.42,88.84,,,,
63.09,41.78,,,,
63.16,55.86,,,,
62.46,90.69,,,,
63.15,42.68,,,,
63.21,58.44,,,,
62.55,90.63,,,,
63.29,42.12,,,,
63.38,56.81,,,,
62.72,90.44,,,,
63.09,57.91,,,,
63.59,45.5,,,,
63.69,54.17,,,,
63.75,54.69,,,,
63.3,76.81,,,,
63.66,50.23,,,,
64.08,40.88,,,,
64.18,47.4,,,,
64.32,44.05,,,,
64.43,42.47,,,,
63.78,75.55,,,,
64.68,18.47,,,,
64.79,36.48,,,,
64.15,68.54,,,,
65.06,11.34,,,,
65.18,28.7,,,,
64.55,60.15,,,,
65.43,4.85,,,,
65.57,19.76,,,,
65.58,22.82,,,,
65.84,11.14,,,,
65.43,35.45,,,,
66.09,0,,,,
66.19,6.6,,,,
66.32,2.48,,,,
66.41,0.98,,,,
66.54,0,,,,
66.65,0,,,,
66.73,0,,,,
66.83,0,,,,
66.93,0,,,,
67,0,,,,
67.02,0,,,,
67.11,0,,,,
67.17,0,,,,
67.2,0,,,,
67.26,0,,,,
67.32,0,,,,
67.36,0,,,,
67.38,0,,,,
67.38,0,,,,
67.39,0,,,,
67.41,0,,,,
67.43,0,,,,
67.41,0,,,,
67.41,0,,,,
67.4,0,,,,
67.41,0,,,,
67.39,0,,,,
67.36,0,,,,
67.34,0,,,,
67.33,0,,,,
67.3,0,,,,
67.24,0,,,,
67.2,0,,,,
67.17,0,,,,
67.14,0,,,,
67.07,0,,,,
67,0,,,,
66.96,0,,,,
66.95,0,,,,
66.93,0,,,,
66.87,0,,,,
66.8,0,,,,
66.75,0,,,,
66.69,0,,,,
66.59,0,,,,
66.53,0,,,,
66.45,0,,,,
66.39,0,,,,
66.31,0,,,,
66.24,0,,,,
66.15,0,,,,
66.08,0,,,,
65.97,0,,,,
65.89,0,,,,
65.77,0,,,,
65.71,0,,,,
65.63,0,,,,
65.54,0,,,,
65.46,0,,,,
65.34,0,,,,
65.29,0,,,,
65.2,0,,,,
65.1,0.45,,,,
65,2.61,,,,
64.48,23.83,,,,
64.8,0,,,,
64.72,8.2,,,,
64.62,10.57,,,,
64.52,13.21,,,,
63.88,39.71,,,,
64.32,4.35,,,,
64.21,20.64,,,,
64.12,22.55,,,,
64.03,24.7,,,,
63.31,55.78,,,,
63.88,12.78,,,,
63.78,32.06,,,,
62.99,66.17,,,,
63.56,21.3,,,,
63.52,38.09,,,,
62.75,73.28,,,,
63.36,27.14,,,,
63.35,43.42,,,,
62.59,78.87,,,,
63.2,33.48,,,,
63.2,49.33,,,,
62.45,84.4,,,,
63.07,38.86,,,,
63.08,54.58,,,,
62.37,88.37,,,,
63.01,42.64,,,,
63.07,56.78,,,,
62.38,90.96,,,,
63.05,44.31,,,,
63.15,57.82,,,,
63.18,59.72,,,,
63.18,61.04,,,,
62.72,83.07,,,,
62.96,62.02,,,,
63.28,54.21,,,,
63.41,57.13,,,,
63.5,57.26,,,,
63.04,81.13,,,,
63.37,55.52,,,,
63.74,47.84,,,,
63.13,85.46,,,,
63.95,33.95,,,,
64.07,49.47,,,,
63.43,82.15,,,,
64.32,26.02,,,,
64.45,42.96,,,,
63.77,77.56,,,,
64.69,19.1,,,,
64.76,39.1,,,,
64.18,67.63,,,,
65.08,12.2,,,,
65.19,29.73,,,,
64.56,61.17,,,,
65.46,4.65,,,,
65.58,21.42,,,,
65.73,17.54,,,,
65.88,13.98,,,,
65.46,36.22,,,,
66.12,0,,,,
66.25,5.42,,,,
66.35,3.68,,,,
66.51,0,,,,
66.59,0,,,,
66.74,0,,,,
66.86,0,,,,
66.95,0,,,,
67,0,,,,
67.09,0,,,,
67.13,0,,,,
67.17,0,,,,
67.22,0,,,,
67.29,0,,,,
67.35,0,,,,
67.37,0,,,,
67.39,0,,,,
67.42,0,,,,
67.45,0,,,,
67.47,0,,,,
67.51,0,,,,
67.51,0,,,,
67.47,0,,,,
67.47,0,,,,
67.46,0,,,,
67.44,0,,,,
67.44,0,,,,
67.41,0,,,,
67.39,0,,,,
67.38,0,,,,
67.36,0,,,,
67.32,0,,,,
67.27,0,,,,
67.21,0,,,,
67.16,0,,,,
67.15,0,,,,
67.07,0,,,,
67,0,,,,
66.96,0,,,,
66.95,0,,,,
66.92,0,,,,
66.83,0,,,,
66.75,0,,,,
66.69,0,,,,
66.6,0,,,,
66.54,0,,,,
66.5,0,,,,
66.41,0,,,,
66.27,0,,,,
66.16,0,,,,
66.08,0,,,,
66.01,0,,,,
65.9,0,,,,
65.86,0,,,,
65.73,0,,,,
65.68,0,,,,
65.57,0,,,,
65.49,0,,,,
65.4,0,,,,
65.31,0,,,,
65.21,0,,,,
65.13,0,,,,
65.03,1.88,,,,
64.97,2.27,,,,
64.48,22.88,,,,
64.77,0,,,,
64.67,9.59,,,,
64.58,11.4,,,,
64.52,12.21,,,,
63.8,43.62,,,,
64.3,3.42,,,,
64.15,23.18,,,,
64.09,22.47,,,,
64,25.68,,,,
63.24,58.37,,,,
63.79,15.23,,,,
63.73,32.56,,,,
62.94,67.52,,,,
63.52,22.4,,,,
63.49,38.68,,,,
62.69,75.25,,,,
63.3,28.81,,,,
63.29,45.51,,,,
62.54,79.81,,,,
63.14,35.32,,,,
63.16,50.31,,,,
62.43,84.73,,,,
63.05,39.79,,,,
63.08,54.83,,,,
62.36,89.33,,,,
62.71,56.66,,,,
63.01,52.84,,,,
63.07,58.65,,,,
63.09,60.26,,,,
62.53,87.28,,,,
62.82,61.29,,,,
63.16,54.11,,,,
63.26,59.1,,,,
63.31,59.84,,,,
63.06,73.57,,,,
63.41,52.29,,,,
